Time;V RMS phase A;V RMS phase B;V RMS phase C
2019-03-19T05:36:21+01:00;229.960754;230.800522;0.013582
2019-03-19T05:36:22+01:00;230.00943;230.821381;0.022095
2019-03-19T05:36:23+01:00;null;230.783325;0.007933
2019-03-19T05:36:24+01:00;230.007767;230.838715;0.032584
2019-03-19T05:36:25+01:00;229.986588;230.894852;0.018675
2019-03-19T05:36:28+01:00;230.011536;230.874084;0.018489
2019-03-19T05:36:29+01:00;229.990753;230.862289;0.028464
2019-03-19T05:36:30+01:00;230.09314;230.949997;0.007845
2019-03-19T05:36:31+01:00;230.055588;230.927063;0.005987
2019-03-19T05:36:34+01:00;229.956635;230.83107;0.030812
2019-03-19T05:36:35+01:00;229.950684;230.847733;0.026014
2019-03-19T05:36:38+01:00;230.038147;230.926025;0.015753
2019-03-19T05:36:39+01:00;230.029205;230.919952;0.017964
2019-03-19T05:36:40+01:00;230.076736;230.935516;0.004854
2019-03-19T05:36:41+01:00;230.028351;230.938156;0.008373
2019-03-19T05:36:42+01:00;230.099258;231.007919;0.024025
2019-03-19T05:36:45+01:00;230.060318;230.954742;0.007072
2019-03-19T05:36:46+01:00;230.077423;230.970154;0.009941
2019-03-19T05:36:47+01:00;230.000061;230.885574;0.019271
2019-03-19T05:36:48+01:00;230.013596;230.888397;0.01811
2019-03-19T05:36:51+01:00;230.043793;230.908752;0.005682
2019-03-19T05:36:52+01:00;230.056595;230.913193;0.014737
2019-03-19T05:36:55+01:00;230.136383;230.939377;0.01207
2019-03-19T05:36:56+01:00;230.16481;230.986603;0.004791
2019-03-19T05:36:57+01:00;230.14798;230.959778;null
2019-03-19T05:36:58+01:00;230.182053;231.038574;0.021782
2019-03-19T05:36:59+01:00;230.153534;230.952026;0.01419
2019-03-19T05:37:01+01:00;null;231.032669;0.018887
2019-03-19T05:37:02+01:00;230.136536;230.994293;0.056582
2019-03-19T05:37:03+01:00;230.028687;230.874741;0.014565
2019-03-19T05:37:04+01:00;230.104919;230.912857;0.018407
2019-03-19T05:37:05+01:00;230.196991;231.042877;0.029678
2019-03-19T05:37:08+01:00;230.063751;230.90654;0.017039
2019-03-19T05:37:09+01:00;230.035202;230.912766;0.013996
2019-03-19T05:37:10+01:00;null;230.876541;0.024513
2019-03-19T05:37:11+01:00;230.083725;230.914581;0.008943
2019-03-19T05:37:12+01:00;230.151062;230.970139;0.03054
2019-03-19T05:37:15+01:00;230.147186;230.982758;0.005079
2019-03-19T05:37:16+01:00;230.07988;230.959747;0.019414
2019-03-19T05:37:18+01:00;230.062088;230.919128;0.008248
2019-03-19T05:37:19+01:00;230.035782;230.896301;0.000952
2019-03-19T05:37:20+01:00;230.078445;230.926453;0.005577
2019-03-19T05:37:21+01:00;230.20694;231.043076;0.019789
2019-03-19T05:37:22+01:00;230.173111;231.036987;0.011841
2019-03-19T05:37:25+01:00;230.076981;230.988495;0.000898
2019-03-19T05:37:26+01:00;230.061462;230.93634;0.012791
2019-03-19T05:37:27+01:00;230.089691;230.955338;0.024819
2019-03-19T05:37:28+01:00;230.124039;230.968338;0.006821
2019-03-19T05:37:29+01:00;230.024063;230.899078;0.014386
2019-03-19T05:37:32+01:00;229.961121;230.816116;0.017932
2019-03-19T05:37:33+01:00;230.000443;230.843475;0.016979
2019-03-19T05:37:38+01:00;229.992722;230.874252;0.030051
2019-03-19T05:37:39+01:00;230.058731;230.864655;0.015002
2019-03-19T05:37:40+01:00;230.072006;230.945312;null
2019-03-19T05:37:42+01:00;230.196701;231.061493;0.032758
2019-03-19T05:37:43+01:00;230.050201;230.921921;0.03213
2019-03-19T05:37:44+01:00;230.075592;230.947144;0.022338
2019-03-19T05:37:45+01:00;230.162598;231.017258;0.008411
2019-03-19T05:37:46+01:00;230.088043;230.951065;0.011678
2019-03-19T05:37:48+01:00;230.184738;231.040955;0.019149
2019-03-19T05:37:49+01:00;230.123199;231.001038;0.026326
2019-03-19T05:37:50+01:00;230.174362;231.021301;0.022675
2019-03-19T05:37:55+01:00;230.10791;230.891022;0.009735
2019-03-19T05:37:56+01:00;230.148407;230.951447;0.008676
2019-03-19T05:37:57+01:00;230.123932;230.908249;0.013273
2019-03-19T05:38:02+01:00;230.154694;230.946152;0.012022
2019-03-19T05:38:03+01:00;230.178726;230.982925;0.007493
2019-03-19T05:38:08+01:00;230.146301;230.959503;0.013169
2019-03-19T05:38:09+01:00;230.135101;230.928467;0.015901
2019-03-19T05:38:10+01:00;230.182816;230.983551;0.036007
2019-03-19T05:38:12+01:00;230.226105;230.993332;0.004912
2019-03-19T05:38:13+01:00;230.211533;231.021454;0.017424
2019-03-19T05:38:14+01:00;230.128082;230.944504;0.007239
2019-03-19T05:38:17+01:00;230.153671;230.97406;0.011383
2019-03-19T05:38:18+01:00;230.160812;230.933884;0.011893
2019-03-19T05:38:25+01:00;230.340302;231.160049;0.024373
2019-03-19T05:38:26+01:00;230.283386;231.13884;0.002399
2019-03-19T05:38:27+01:00;230.286194;231.100418;0.023561
2019-03-19T05:38:32+01:00;230.205215;231.077393;0.03232
2019-03-19T05:38:33+01:00;230.245605;231.048843;0.030964
2019-03-19T05:38:35+01:00;null;230.987625;0.00149
2019-03-19T05:38:36+01:00;230.113724;230.93515;0.018583
2019-03-19T05:38:37+01:00;230.210449;231.02475;0.006602
2019-03-19T05:38:42+01:00;230.20285;231.044678;0.006982
2019-03-19T05:38:43+01:00;230.241684;231.02948;0.029333
2019-03-19T05:38:44+01:00;230.308655;231.102783;0.02313
2019-03-19T05:38:51+01:00;230.173553;230.997482;0.010723
2019-03-19T05:38:52+01:00;230.106705;230.520233;0.019596
2019-03-19T05:38:53+01:00;230.207947;230.596939;0.007046
2019-03-19T05:38:58+01:00;230.240387;230.630783;0.019468
2019-03-19T05:38:59+01:00;230.271652;230.596817;0.034902
2019-03-19T05:39:06+01:00;230.283859;230.659134;0.019291
2019-03-19T05:39:07+01:00;230.151093;230.555954;0.020158
2019-03-19T05:39:13+01:00;230.211121;230.623062;0.026678
2019-03-19T05:39:14+01:00;230.161255;230.607758;0.018012
2019-03-19T05:39:21+01:00;230.144028;230.581024;0.022438
2019-03-19T05:39:22+01:00;230.134903;230.580215;0.007538
2019-03-19T05:39:23+01:00;230.090485;230.535278;0.015147
2019-03-19T05:39:26+01:00;230.155624;230.596451;0.030238
2019-03-19T05:39:27+01:00;230.134903;230.569626;0.020448
2019-03-19T05:39:28+01:00;230.088989;230.503738;0.023255
2019-03-19T05:39:29+01:00;230.184052;230.592056;0.012297
2019-03-19T05:39:32+01:00;230.240906;230.653748;0.026981
2019-03-19T05:39:33+01:00;230.264267;230.690506;0.007734
2019-03-19T05:39:38+01:00;null;null;0.005915
2019-03-19T05:39:39+01:00;230.268021;230.674042;0.018634
2019-03-19T05:39:40+01:00;230.300293;230.698166;0.020495
2019-03-19T05:39:45+01:00;230.226044;230.674164;0.030556
2019-03-19T05:39:46+01:00;230.194519;230.635666;0.030046
2019-03-19T05:39:49+01:00;230.252411;230.710754;0.011654
2019-03-19T05:39:50+01:00;230.288864;230.717178;0.008358
2019-03-19T05:39:51+01:00;230.19458;230.672333;0.025941
2019-03-19T05:39:52+01:00;230.212616;230.661148;0.020509
2019-03-19T05:39:53+01:00;230.199158;230.672028;0.018675
2019-03-19T05:39:56+01:00;230.188263;230.634308;0.006167
2019-03-19T05:39:57+01:00;230.127823;230.578918;0.009351
2019-03-19T05:40:02+01:00;230.113235;230.592209;0.009335
2019-03-19T05:40:03+01:00;230.167465;230.627609;0.02959
2019-03-19T05:40:09+01:00;230.164474;230.603989;0.044051
2019-03-19T05:40:10+01:00;230.216095;230.645966;0.006552
2019-03-19T05:40:13+01:00;230.18808;230.641357;0.003115
2019-03-19T05:40:14+01:00;229.90596;230.375473;0.012897
2019-03-19T05:40:15+01:00;229.945068;230.406723;0.004602
2019-03-19T05:40:16+01:00;230.180634;230.601105;0.006128
2019-03-19T05:40:19+01:00;230.210083;230.604004;0.009305
2019-03-19T05:40:20+01:00;230.173981;230.591217;0.016968
2019-03-19T05:40:21+01:00;230.193741;null;0.011126
2019-03-19T05:40:22+01:00;230.243439;230.681259;0.013994
2019-03-19T05:40:23+01:00;230.172409;230.641937;0.026012
2019-03-19T05:40:26+01:00;230.172455;230.613083;0.005931
2019-03-19T05:40:27+01:00;230.175552;230.613907;0.020101
2019-03-19T05:40:30+01:00;230.174301;230.605759;0.034807
2019-03-19T05:40:31+01:00;230.154083;230.618118;0.025845
2019-03-19T05:40:32+01:00;230.134811;230.546356;0.01795
2019-03-19T05:40:33+01:00;230.113556;230.527054;0.012167
2019-03-19T05:40:36+01:00;230.112564;230.549408;0.012328
2019-03-19T05:40:37+01:00;230.078766;230.534515;0.012946
2019-03-19T05:40:38+01:00;230.024551;230.425812;0.031361
2019-03-19T05:40:39+01:00;230.047577;230.453812;0.014785
2019-03-19T05:40:40+01:00;230.060379;230.507584;0.011761
2019-03-19T05:40:43+01:00;230.13298;230.576477;0.009147
2019-03-19T05:40:44+01:00;230.072678;230.525085;0.008476
2019-03-19T05:40:45+01:00;230.188507;230.621338;0.022025
2019-03-19T05:40:46+01:00;230.072876;230.499695;0.021238
2019-03-19T05:40:49+01:00;230.173477;230.609573;0.032712
2019-03-19T05:40:50+01:00;230.220718;230.650284;0.02413
2019-03-19T05:40:53+01:00;230.132751;230.586197;0.00946
2019-03-19T05:40:54+01:00;230.08699;230.499252;0.012081
2019-03-19T05:40:55+01:00;230.111038;230.523987;0.014147
2019-03-19T05:40:56+01:00;230.068985;230.528214;0.020065
2019-03-19T05:40:57+01:00;230.120865;230.535934;0.027228
2019-03-19T05:40:59+01:00;null;null;0.00648
2019-03-19T05:41:00+01:00;230.162064;230.562881;0.012374
2019-03-19T05:41:01+01:00;230.149643;230.53833;0.012988
2019-03-19T05:41:02+01:00;230.108124;230.534836;0.005766
2019-03-19T05:41:03+01:00;230.143326;230.577011;0.014033
2019-03-19T05:41:06+01:00;230.06456;230.451645;0.004851
2019-03-19T05:41:07+01:00;230.118698;230.493271;0.016209
2019-03-19T05:41:08+01:00;230.032196;null;0.018456
2019-03-19T05:41:09+01:00;230.045502;230.460434;0.004529
2019-03-19T05:41:10+01:00;230.110214;230.523972;0.013252
2019-03-19T05:41:13+01:00;230.09613;230.47821;0.032109
2019-03-19T05:41:14+01:00;230.099945;230.480148;0.015689
2019-03-19T05:41:16+01:00;230.071381;230.439636;0.011543
2019-03-19T05:41:17+01:00;230.042618;230.469498;0.004408
2019-03-19T05:41:18+01:00;229.949326;230.32988;0.03412
2019-03-19T05:41:19+01:00;230.069397;230.466385;0.00372
2019-03-19T05:41:20+01:00;230.053726;230.467484;0.003429
2019-03-19T05:41:23+01:00;230.087555;230.525055;0.022448
2019-03-19T05:41:24+01:00;230.162781;230.592987;0.021718
2019-03-19T05:41:25+01:00;230.106491;230.544083;0.018241
2019-03-19T05:41:26+01:00;230.0215;230.465591;0.027513
2019-03-19T05:41:27+01:00;230.115906;230.51062;0.015062
2019-03-19T05:41:30+01:00;230.147568;230.574966;0.020845
2019-03-19T05:41:31+01:00;230.111343;230.559906;0.01333
2019-03-19T05:41:36+01:00;230.09082;230.507355;0.008466
2019-03-19T05:41:37+01:00;230.100662;230.541199;0.010897
2019-03-19T05:41:38+01:00;230.04007;230.50502;0.026959
2019-03-19T05:41:40+01:00;230.11261;230.569199;0.016194
2019-03-19T05:41:41+01:00;230.016953;230.504211;0.026765
2019-03-19T05:41:42+01:00;230.081024;230.532959;0.011522
2019-03-19T05:41:43+01:00;230.020645;230.470428;0.01619
2019-03-19T05:41:44+01:00;230.02684;230.472702;0.007759
2019-03-19T05:41:46+01:00;230.015594;230.442368;0.015232
2019-03-19T05:41:47+01:00;230.077698;230.524536;0.026657
2019-03-19T05:41:48+01:00;230.020386;230.443466;0.034678
2019-03-19T05:41:53+01:00;229.935516;230.398865;0.006237
2019-03-19T05:41:54+01:00;229.956833;230.432404;0.020524
2019-03-19T05:41:55+01:00;229.95871;230.44368;0.020983
2019-03-19T05:42:00+01:00;229.981583;230.427628;0.028017
2019-03-19T05:42:01+01:00;230.018677;230.473145;0.008914
2019-03-19T05:42:09+01:00;230.046829;230.472519;0.030713
2019-03-19T05:42:10+01:00;229.998596;230.459991;0.006888
2019-03-19T05:42:16+01:00;null;230.454224;0.014861
2019-03-19T05:42:17+01:00;230.086945;230.521729;0.018546
2019-03-19T05:42:18+01:00;230.088928;230.547134;0.022558
2019-03-19T05:42:23+01:00;null;230.323624;0.016942
2019-03-19T05:42:24+01:00;229.974365;230.454208;0.001127
2019-03-19T05:42:25+01:00;229.959305;230.410568;0.020766
2019-03-19T05:42:32+01:00;230.042313;230.487915;0.010979
2019-03-19T05:42:33+01:00;230.048935;230.501648;0.010364
2019-03-19T05:42:34+01:00;230.0979;null;null
2019-03-19T05:42:40+01:00;230.189804;230.619461;0.02261
2019-03-19T05:42:41+01:00;230.101501;230.558197;0.043227
2019-03-19T05:42:42+01:00;230.079178;230.540817;0.048143
2019-03-19T05:42:49+01:00;230.081406;230.538391;0.022721
2019-03-19T05:42:50+01:00;230.109146;230.547638;0.025718
2019-03-19T05:42:51+01:00;230.132462;230.574783;0.04689
2019-03-19T05:42:56+01:00;230.037689;230.48436;0.017739
2019-03-19T05:42:57+01:00;230.072083;230.537064;0.004397
2019-03-19T05:43:04+01:00;230.063263;230.561661;0.030027
2019-03-19T05:43:05+01:00;230.002579;230.478607;0.032828
2019-03-19T05:43:13+01:00;229.923828;230.41748;0.008778
2019-03-19T05:43:14+01:00;229.762375;230.291779;0.01592
2019-03-19T05:43:21+01:00;230.337921;230.406509;0.025051
2019-03-19T05:43:22+01:00;230.327072;230.368118;0.004852
2019-03-19T05:43:23+01:00;230.247513;230.313049;0.026752
2019-03-19T05:43:28+01:00;230.018753;230.095535;0.004228
2019-03-19T05:43:29+01:00;230.041275;230.127365;0.016428
2019-03-19T05:43:37+01:00;230.07869;230.133224;0.016174
2019-03-19T05:43:38+01:00;230.126465;230.182541;0.008514
2019-03-19T05:43:43+01:00;230.217361;230.27179;0.016175
2019-03-19T05:43:44+01:00;230.259628;230.256302;0.015058
2019-03-19T05:43:47+01:00;230.159241;230.225739;0.015469
2019-03-19T05:43:48+01:00;230.142075;230.203979;0.020324
2019-03-19T05:43:54+01:00;229.991516;230.057144;0.03147
2019-03-19T05:43:55+01:00;230.016678;230.093918;0.010303
2019-03-19T05:44:00+01:00;230.070587;230.160477;0.033031
2019-03-19T05:44:01+01:00;230.110596;230.17067;0.002902
2019-03-19T05:44:08+01:00;230.068527;230.169098;0.013276
2019-03-19T05:44:09+01:00;230.126709;230.205841;0.03837
2019-03-19T05:44:10+01:00;230.167557;230.234055;0.014362
2019-03-19T05:44:17+01:00;230.080093;230.143082;0.0205
2019-03-19T05:44:18+01:00;230.058853;230.148209;0.038291
2019-03-19T05:44:19+01:00;230.089432;230.160172;0.023499
2019-03-19T05:44:21+01:00;null;230.19133;0.032462
2019-03-19T05:44:22+01:00;230.122192;230.175308;0.019134
2019-03-19T05:44:23+01:00;230.036835;230.124222;0.026012
2019-03-19T05:44:24+01:00;230.092621;230.196671;0.012349
2019-03-19T05:44:25+01:00;230.161789;230.228882;0.037993
2019-03-19T05:44:28+01:00;230.120758;230.202484;0.040667
2019-03-19T05:44:29+01:00;230.061295;230.148865;0.034584
2019-03-19T05:44:34+01:00;230.162933;230.253372;0.021114
2019-03-19T05:44:35+01:00;230.12561;230.17923;0.017565
2019-03-19T05:44:36+01:00;230.181381;230.261032;0.007306
2019-03-19T05:44:41+01:00;230.177368;230.220322;0.015551
2019-03-19T05:44:42+01:00;230.118317;230.178726;0.009499
2019-03-19T05:44:49+01:00;230.22731;230.322769;0.008641
2019-03-19T05:44:50+01:00;230.238464;230.30864;0.014502
2019-03-19T05:44:51+01:00;230.188278;230.252441;null
2019-03-19T05:44:58+01:00;230.218536;230.290817;0.012856
2019-03-19T05:44:59+01:00;230.204666;230.250992;0.018694
2019-03-19T05:45:04+01:00;null;230.257111;0.015963
2019-03-19T05:45:05+01:00;230.237335;230.295547;0.008507
2019-03-19T05:45:06+01:00;230.23172;230.296097;0.016769
2019-03-19T05:45:09+01:00;230.240189;230.314621;0.004198
2019-03-19T05:45:10+01:00;230.265884;230.315018;0.008969
2019-03-19T05:45:11+01:00;230.260178;230.288696;0.016846
2019-03-19T05:45:12+01:00;230.267487;230.339951;0.013676
2019-03-19T05:45:15+01:00;230.221848;230.239914;0.032924
2019-03-19T05:45:16+01:00;230.314911;230.352051;0.01779
2019-03-19T05:45:22+01:00;230.210785;230.257034;0.023118
2019-03-19T05:45:23+01:00;230.133163;230.154266;0.047315
2019-03-19T05:45:26+01:00;230.230972;230.24231;0.019742
2019-03-19T05:45:27+01:00;230.254105;230.252899;0.013246
2019-03-19T05:45:28+01:00;230.19632;230.208267;0.014721
2019-03-19T05:45:29+01:00;230.135452;230.171188;0.021426
2019-03-19T05:45:32+01:00;230.167603;230.200073;0.020572
2019-03-19T05:45:33+01:00;230.136688;230.177612;0.011474
2019-03-19T05:45:34+01:00;230.189987;230.211502;null
2019-03-19T05:45:39+01:00;230.129669;230.108139;0.007844
2019-03-19T05:45:40+01:00;230.165359;230.167053;0.009594
2019-03-19T05:45:45+01:00;230.171799;230.159805;0.004415
2019-03-19T05:45:46+01:00;230.192734;230.205185;0.02026
2019-03-19T05:45:52+01:00;230.134186;230.108673;0.020583
2019-03-19T05:45:53+01:00;230.144119;230.147415;0.020952
2019-03-19T05:45:56+01:00;230.042282;230.025543;0.034262
2019-03-19T05:45:57+01:00;230.064178;230.059097;0.029595
2019-03-19T05:46:02+01:00;230.11882;230.080826;0.029913
2019-03-19T05:46:03+01:00;230.1138;230.08609;0.03028
2019-03-19T05:46:04+01:00;230.064774;230.016663;0.013056
2019-03-19T05:46:06+01:00;null;null;0.022315
2019-03-19T05:46:07+01:00;230.048569;230.016068;0.00755
2019-03-19T05:46:08+01:00;230.017822;230.009186;0.022762
2019-03-19T05:46:09+01:00;230.012009;229.983002;0.019701
2019-03-19T05:46:10+01:00;230.08049;230.053833;0.005365
2019-03-19T05:46:13+01:00;229.929214;229.931381;0.022234
2019-03-19T05:46:14+01:00;229.916763;229.892853;0.023799
2019-03-19T05:46:19+01:00;229.995789;229.991089;0.008278
2019-03-19T05:46:20+01:00;230.02005;229.989532;0.019448
2019-03-19T05:46:21+01:00;230.042786;230.002914;0.008707
2019-03-19T05:46:26+01:00;230.100769;230.065674;0.013632
2019-03-19T05:46:27+01:00;230.111053;230.048172;0.031132
2019-03-19T05:46:30+01:00;230.145493;230.108932;0.02991
2019-03-19T05:46:31+01:00;230.129822;230.11499;0.012777
2019-03-19T05:46:32+01:00;230.118546;230.106857;0.01666
2019-03-19T05:46:33+01:00;230.212448;230.159348;0.029566
2019-03-19T05:46:34+01:00;230.19043;230.22493;0.025703
2019-03-19T05:46:37+01:00;230.193161;230.184265;0.035475
2019-03-19T05:46:38+01:00;230.142654;230.15271;0.037579
2019-03-19T05:46:39+01:00;230.169891;230.14856;0.019729
2019-03-19T05:46:40+01:00;230.140961;230.115936;0.018089
2019-03-19T05:46:43+01:00;230.040817;230.040375;0.010965
2019-03-19T05:46:44+01:00;230.054001;230.083588;0.013068
2019-03-19T05:46:49+01:00;null;null;0.023057
2019-03-19T05:46:50+01:00;230.00589;230.009415;0.00351
2019-03-19T05:46:51+01:00;230.045914;230.048737;0.006028
2019-03-19T05:46:54+01:00;230.071625;230.096451;0.007821
2019-03-19T05:46:55+01:00;229.992935;230.027145;0.013069
2019-03-19T05:46:56+01:00;230.031998;230.041885;0.008584
2019-03-19T05:46:57+01:00;230.057892;230.078735;0.013982
2019-03-19T05:47:00+01:00;230.041122;230.046417;0.011505
2019-03-19T05:47:01+01:00;229.992477;230.017609;0.014084
2019-03-19T05:47:02+01:00;230.051895;230.034088;0.028456
2019-03-19T05:47:03+01:00;230.100098;230.087082;0.015109
2019-03-19T05:47:04+01:00;230.106155;230.112244;0.028859
2019-03-19T05:47:07+01:00;230.037308;230.026581;0.014333
2019-03-19T05:47:08+01:00;230.035553;229.998199;0.012629
2019-03-19T05:47:11+01:00;230.116302;230.086365;0.031313
2019-03-19T05:47:12+01:00;230.104767;230.071793;0.018123
2019-03-19T05:47:13+01:00;230.065887;230.07196;0.012512
2019-03-19T05:47:14+01:00;230.086655;230.083298;0.008729
2019-03-19T05:47:17+01:00;230.089508;230.049118;0.006798
2019-03-19T05:47:18+01:00;230.159821;230.120804;0.017293
2019-03-19T05:47:19+01:00;230.104828;230.070709;0.009411
2019-03-19T05:47:20+01:00;230.127426;230.108505;0.021562
2019-03-19T05:47:21+01:00;230.064041;230.054337;0.041945
2019-03-19T05:47:24+01:00;230.069992;230.026337;0.006092
2019-03-19T05:47:25+01:00;230.026901;229.982178;0.016028
2019-03-19T05:47:26+01:00;230.033264;230.021835;0.003693
2019-03-19T05:47:27+01:00;230.069229;230.088516;0.030685
2019-03-19T05:47:30+01:00;230.087402;230.085022;0.006602
2019-03-19T05:47:31+01:00;230.022537;230.013458;0.038327
2019-03-19T05:47:32+01:00;230.06691;null;null
2019-03-19T05:47:34+01:00;230.068283;230.080902;0.035867
2019-03-19T05:47:35+01:00;230.12352;230.112717;0.009331
2019-03-19T05:47:36+01:00;230.059448;230.073029;0.005207
2019-03-19T05:47:37+01:00;229.998245;229.982361;0.021183
2019-03-19T05:47:38+01:00;230.041138;230.025986;0.04378
2019-03-19T05:47:41+01:00;230.120148;230.102722;0.02139
2019-03-19T05:47:42+01:00;230.095123;230.117661;0.00947
2019-03-19T05:47:43+01:00;230.135681;230.117294;0.042835
2019-03-19T05:47:44+01:00;230.094955;230.058456;0.028811
2019-03-19T05:47:47+01:00;230.071411;230.043243;0.023762
2019-03-19T05:47:48+01:00;230.102402;230.070496;0.03315
2019-03-19T05:47:49+01:00;230.191849;230.188812;0.006912
2019-03-19T05:47:50+01:00;230.133286;230.114319;0.018398
2019-03-19T05:47:51+01:00;230.105103;230.095993;0.029131
2019-03-19T05:47:54+01:00;230.121475;230.10144;0.009825
2019-03-19T05:47:55+01:00;230.071686;230.084671;0.003225
2019-03-19T05:47:58+01:00;230.155914;230.158661;0.004826
2019-03-19T05:47:59+01:00;230.09317;230.105087;0.004811
2019-03-19T05:48:00+01:00;230.155487;230.152298;0.012364
2019-03-19T05:48:01+01:00;230.138824;230.140823;0.008091
2019-03-19T05:48:04+01:00;null;230.185074;0.009686
2019-03-19T05:48:05+01:00;230.171326;230.203842;0.028174
2019-03-19T05:48:06+01:00;230.177338;230.188187;0.030153
2019-03-19T05:48:07+01:00;230.173782;230.171219;0.0377
2019-03-19T05:48:08+01:00;230.172089;230.184814;0.020124
2019-03-19T05:48:11+01:00;230.095367;230.144348;0.019895
2019-03-19T05:48:12+01:00;230.160019;230.189957;0.05331
2019-03-19T05:48:14+01:00;230.116119;230.154312;0.029051
2019-03-19T05:48:15+01:00;230.197021;230.227402;0.026668
2019-03-19T05:48:16+01:00;230.164627;230.208115;0.012312
2019-03-19T05:48:17+01:00;230.175049;230.191925;0.033495
2019-03-19T05:48:18+01:00;230.116577;230.147018;0.024672
2019-03-19T05:48:19+01:00;230.161362;null;null
2019-03-19T05:48:21+01:00;230.229675;230.20813;0.013917
2019-03-19T05:48:22+01:00;230.176834;230.163177;0.015527
2019-03-19T05:48:23+01:00;230.187836;230.188477;0.00858
2019-03-19T05:48:24+01:00;230.222031;230.248184;0.024771
2019-03-19T05:48:25+01:00;230.261612;230.255783;0.005194
2019-03-19T05:48:28+01:00;230.236069;230.244965;0.020797
2019-03-19T05:48:29+01:00;230.29657;230.288544;0.003667
2019-03-19T05:48:31+01:00;230.184372;230.163666;0.018715
2019-03-19T05:48:32+01:00;230.269897;230.257477;0.010883
2019-03-19T05:48:33+01:00;230.238846;230.186554;0.010919
2019-03-19T05:48:34+01:00;230.185837;230.169403;0.02366
2019-03-19T05:48:35+01:00;230.199722;230.165939;0.00493
2019-03-19T05:48:36+01:00;230.255569;230.228287;0.034134
2019-03-19T05:48:38+01:00;230.24028;230.218521;0.032964
2019-03-19T05:48:39+01:00;230.300446;230.26091;0.005606
2019-03-19T05:48:40+01:00;230.293365;230.318192;0.008233
2019-03-19T05:48:41+01:00;230.267853;230.242371;0.01613
2019-03-19T05:48:42+01:00;230.204346;230.186172;0.009206
2019-03-19T05:48:45+01:00;230.217773;230.216827;0.009051
2019-03-19T05:48:46+01:00;230.225998;230.24231;0.01699
2019-03-19T05:48:47+01:00;230.214081;230.223846;0.016088
2019-03-19T05:48:48+01:00;230.296188;230.251694;0.031081
2019-03-19T05:48:49+01:00;230.087845;230.030899;0.022383
2019-03-19T05:48:51+01:00;null;230.189102;0.038995
2019-03-19T05:48:52+01:00;230.237762;230.184692;0.016928
2019-03-19T05:48:53+01:00;230.198563;230.162842;0.015059
2019-03-19T05:48:54+01:00;230.203583;230.13118;0.017532
2019-03-19T05:48:55+01:00;230.242432;230.153534;0.021239
2019-03-19T05:48:58+01:00;230.097137;230.008224;0.018911
2019-03-19T05:48:59+01:00;230.121384;230.04216;0.011378
2019-03-19T05:49:02+01:00;230.096512;230.061035;0.012896
2019-03-19T05:49:03+01:00;230.133759;230.050156;0.01108
2019-03-19T05:49:04+01:00;230.186768;230.113892;0.024529
2019-03-19T05:49:05+01:00;230.172165;230.096207;0.042768
2019-03-19T05:49:06+01:00;230.15451;230.094376;0.006494
2019-03-19T05:49:09+01:00;230.209381;230.114166;0.01008
2019-03-19T05:49:10+01:00;230.219376;230.139526;0.0269
2019-03-19T05:49:11+01:00;230.302536;230.22702;0.013063
2019-03-19T05:49:12+01:00;230.337463;230.279877;0.034136
2019-03-19T05:49:15+01:00;230.334976;230.270706;0.023224
2019-03-19T05:49:16+01:00;230.295578;230.218918;0.017963
2019-03-19T05:49:19+01:00;230.265732;230.140961;0.011828
2019-03-19T05:49:20+01:00;230.25351;230.127838;0.022501
2019-03-19T05:49:21+01:00;230.333054;230.187729;0.034929
2019-03-19T05:49:22+01:00;230.336166;230.246353;0.028061
2019-03-19T05:49:23+01:00;230.34491;230.21611;0.026278
2019-03-19T05:49:25+01:00;230.251038;230.159363;0.028878
2019-03-19T05:49:26+01:00;230.282455;230.173691;0.024386
2019-03-19T05:49:27+01:00;230.366714;230.276047;0.016407
2019-03-19T05:49:28+01:00;230.300262;230.229156;0.017288
2019-03-19T05:49:29+01:00;230.274506;230.164398;0.019472
2019-03-19T05:49:32+01:00;230.364166;230.260696;0.020451
2019-03-19T05:49:33+01:00;230.352859;230.231995;0.015121
2019-03-19T05:49:34+01:00;230.384705;null;null
2019-03-19T05:49:39+01:00;230.415253;230.334824;0.010634
2019-03-19T05:49:40+01:00;230.427414;230.320068;0.024278
2019-03-19T05:49:45+01:00;230.39975;230.285248;0.027093
2019-03-19T05:49:46+01:00;230.472031;230.359879;0.029981
2019-03-19T05:49:49+01:00;230.356796;230.266174;0.012991
2019-03-19T05:49:50+01:00;230.382019;230.310898;0.011163
2019-03-19T05:49:51+01:00;230.447617;230.352478;0.011986
2019-03-19T05:49:52+01:00;230.412354;230.321671;0.015269
2019-03-19T05:49:53+01:00;230.453461;230.339722;0.011778
2019-03-19T05:49:55+01:00;null;null;0.009987
2019-03-19T05:49:56+01:00;230.383194;230.292053;0.002936
2019-03-19T05:49:57+01:00;230.353821;230.27153;0.017781
2019-03-19T05:50:02+01:00;230.414093;230.323486;0.031309
2019-03-19T05:50:03+01:00;230.39183;230.275742;0.015634
2019-03-19T05:50:04+01:00;230.385925;230.261353;0.022658
2019-03-19T05:50:06+01:00;230.326385;230.2108;0.033821
2019-03-19T05:50:07+01:00;230.325043;230.180634;0.033901
2019-03-19T05:50:08+01:00;230.35997;230.23587;0.036632
